id,participant_id,question_id,selected_index,rating,comment,time_spent,created_at
39,778850eb-b099-4fc2-984d-1efa6b852c6f,q5-1,3,,,38.165618,2025-11-10T13:40:23.661852
40,778850eb-b099-4fc2-984d-1efa6b852c6f,q5-2,3,,,2.116745,2025-11-10T13:40:26.547745
41,6d242e58-f3aa-4665-a957-f8f9fc150939,q1-1,3,,,5.646148,2025-11-10T13:40:35.368148
42,778850eb-b099-4fc2-984d-1efa6b852c6f,q6-1,3,,,14.801742,2025-11-10T13:40:42.101742
43,778850eb-b099-4fc2-984d-1efa6b852c6f,q6-2,3,,,7.57575,2025-11-10T13:40:50.442067
44,6d242e58-f3aa-4665-a957-f8f9fc150939,q1-2,3,,,20.40959,2025-11-10T13:40:55.041590
45,767b7c35-049b-4873-a372-1efe14531a1e,q8-1,3,,,71.735364,2025-11-10T13:41:04.071375
46,767b7c35-049b-4873-a372-1efe14531a1e,q8-2,3,,,10.729649,2025-11-10T13:41:06.546649
47,3de4df7c-76ce-4cb1-9450-07dea2d13046,q4-2,3,,,333.713008,2025-11-10T13:41:24.483336
48,767b7c35-049b-4873-a372-1efe14531a1e,q9-1,3,,,57.368822,2025-11-10T13:41:55.372822
49,767b7c35-049b-4873-a372-1efe14531a1e,q9-2,3,,,10.59375,2025-11-10T13:41:57.329750
50,767b7c35-049b-4873-a372-1efe14531a1e,q10-1,0,,,21.403217,2025-11-10T13:42:10.092884
51,767b7c35-049b-4873-a372-1efe14531a1e,q10-2,0,,,10.11811,2025-11-10T13:42:11.575559
52,6d242e58-f3aa-4665-a957-f8f9fc150939,q1-2,3,,,76.619072,2025-11-10T13:42:20.507080
53,767b7c35-049b-4873-a372-1efe14531a1e,q11-1,3,,,22.389841,2025-11-10T13:42:25.330852
54,778850eb-b099-4fc2-984d-1efa6b852c6f,q7-1,1,,,95.880353,2025-11-10T13:42:27.057353
55,767b7c35-049b-4873-a372-1efe14531a1e,q11-2,3,,,12.751,2025-11-10T13:42:29.460000
56,778850eb-b099-4fc2-984d-1efa6b852c6f,q7-2,1,,,7.101814,2025-11-10T13:42:34.888814
57,767b7c35-049b-4873-a372-1efe14531a1e,q12-1,0,,,25.626516,2025-11-10T13:42:46.447516
58,767b7c35-049b-4873-a372-1efe14531a1e,q12-2,0,,,10.589193,2025-11-10T13:42:48.416193
59,3de4df7c-76ce-4cb1-9450-07dea2d13046,q5-1,3,,,86.372324,2025-11-10T13:42:50.298324
60,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q1-1,3,,,12.027233,2025-11-10T13:42:54.152233
61,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q1-1,3,,,127.354991,2025-11-10T13:43:03.919006
62,767b7c35-049b-4873-a372-1efe14531a1e,q13-1,3,,,24.327207,2025-11-10T13:43:04.182216
63,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q1-1,3,,,232.121779,2025-11-10T13:43:05.852779
64,767b7c35-049b-4873-a372-1efe14531a1e,q13-2,3,,,11.214289,2025-11-10T13:43:06.779289
65,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q1-2,3,,,16.21024,2025-11-10T13:43:09.832919
66,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q1-2,3,,,6.570541,2025-11-10T13:43:10.138551
67,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q1-2,3,,,6.290685,2025-11-10T13:43:12.240279
68,767b7c35-049b-4873-a372-1efe14531a1e,q14-1,3,,,15.846686,2025-11-10T13:43:14.001686
69,767b7c35-049b-4873-a372-1efe14531a1e,q14-2,3,,,12.998479,2025-11-10T13:43:18.367479
70,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q2-1,3,,,24.412081,2025-11-10T13:43:34.574081
71,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q2-1,3,,,31.936972,2025-11-10T13:43:41.161972
72,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q2-2,3,,,8.34662,2025-11-10T13:43:42.589634
73,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q2-1,3,,,30.009272,2025-11-10T13:43:43.019272
74,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q2-2,3,,,5.157675,2025-11-10T13:43:46.412675
75,767b7c35-049b-4873-a372-1efe14531a1e,q15-1,3,,,39.742195,2025-11-10T13:43:49.475208
76,767b7c35-049b-4873-a372-1efe14531a1e,q15-2,3,,,12.463454,2025-11-10T13:43:53.301471
77,3de4df7c-76ce-4cb1-9450-07dea2d13046,q5-2,3,,,68.918036,2025-11-10T13:43:58.389566
78,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q2-2,3,,,19.803824,2025-11-10T13:44:02.967824
79,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q3-1,3,,,22.884403,2025-11-10T13:44:05.238415
80,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q3-1,3,,,20.462282,2025-11-10T13:44:06.257282
81,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q3-1,3,,,24.289567,2025-11-10T13:44:06.642800
82,778850eb-b099-4fc2-984d-1efa6b852c6f,q8-1,3,,,97.781908,2025-11-10T13:44:13.430510
83,767b7c35-049b-4873-a372-1efe14531a1e,q16-1,3,,,28.716945,2025-11-10T13:44:13.757945
84,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q3-2,3,,,8.820367,2025-11-10T13:44:14.476367
85,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q3-1,3,,,11.071879,2025-11-10T13:44:14.690879
86,767b7c35-049b-4873-a372-1efe14531a1e,q16-2,3,,,11.571138,2025-11-10T13:44:17.540138
87,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q3-2,3,,,11.078628,2025-11-10T13:44:17.989628
88,778850eb-b099-4fc2-984d-1efa6b852c6f,q8-2,3,,,3.829852,2025-11-10T13:44:18.215852
89,515b105a-0bb2-4d04-a586-ef5325b743fb,q1-1,2,,,7.792064,2025-11-10T13:44:28.323064
90,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q3-2,3,,,18.07493,2025-11-10T13:44:32.926930
91,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q4-1,3,,,17.839292,2025-11-10T13:44:36.017292
92,515b105a-0bb2-4d04-a586-ef5325b743fb,q1-2,3,,,11.78219,2025-11-10T13:44:39.731190
93,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q4-1,3,,,35.775553,2025-11-10T13:44:49.717553
94,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q4-1,3,,,18.208053,2025-11-10T13:44:51.281807
95,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q4-2,3,,,4.010246,2025-11-10T13:44:53.161255
96,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q4-2,3,,,18.714218,2025-11-10T13:44:54.459218
97,778850eb-b099-4fc2-984d-1efa6b852c6f,q9-1,3,,,73.612393,2025-11-10T13:45:32.660152
98,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q5-1,3,,,40.476333,2025-11-10T13:45:33.119333
99,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q5-2,3,,,4.566752,2025-11-10T13:45:37.077752
100,778850eb-b099-4fc2-984d-1efa6b852c6f,q9-2,3,,,3.719033,2025-11-10T13:45:37.179033
101,515b105a-0bb2-4d04-a586-ef5325b743fb,q2-1,0,,,58.065745,2025-11-10T13:45:37.805016
102,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q5-1,3,,,44.969461,2025-11-10T13:45:39.057217
103,515b105a-0bb2-4d04-a586-ef5325b743fb,q2-2,0,,,6.263046,2025-11-10T13:45:43.783080
104,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q5-2,3,,,6.908393,2025-11-10T13:45:45.602393
105,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q4-2,3,,,60.275746,2025-11-10T13:45:51.694746
106,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q5-1,3,,,11.011045,2025-11-10T13:46:02.782045
107,767b7c35-049b-4873-a372-1efe14531a1e,q17-1,3,,,118.94947,2025-11-10T13:46:08.155495
108,767b7c35-049b-4873-a372-1efe14531a1e,q17-2,3,,,10.789929,2025-11-10T13:46:10.852891
109,515b105a-0bb2-4d04-a586-ef5325b743fb,q3-1,3,,,30.008916,2025-11-10T13:46:13.508931
110,515b105a-0bb2-4d04-a586-ef5325b743fb,q3-2,3,,,4.325009,2025-11-10T13:46:17.657021
111,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q6-1,3,,,44.115116,2025-11-10T13:46:20.568116
112,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q5-2,3,,,20.803984,2025-11-10T13:46:23.678995
113,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q6-2,3,,,6.140981,2025-11-10T13:46:26.107981
114,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q6-1,3,,,43.642313,2025-11-10T13:46:28.931313
115,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q6-1,3,,,12.64077,2025-11-10T13:46:36.394770
116,767b7c35-049b-4873-a372-1efe14531a1e,q18-1,3,,,35.289107,2025-11-10T13:46:37.506107
117,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q6-2,3,,,9.897586,2025-11-10T13:46:39.946586
118,767b7c35-049b-4873-a372-1efe14531a1e,q18-2,3,,,11.342295,2025-11-10T13:46:40.329304
119,515b105a-0bb2-4d04-a586-ef5325b743fb,q4-1,3,,,38.084068,2025-11-10T13:46:55.452068
120,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q7-1,3,,,34.737379,2025-11-10T13:47:00.345379
121,515b105a-0bb2-4d04-a586-ef5325b743fb,q4-2,3,,,8.569783,2025-11-10T13:47:03.755979
122,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q7-2,3,,,6.625411,2025-11-10T13:47:06.924411
123,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q6-2,3,,,35.942526,2025-11-10T13:47:12.469526
124,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q7-1,3,,,41.287355,2025-11-10T13:47:21.121355
125,515b105a-0bb2-4d04-a586-ef5325b743fb,q5-1,2,,,38.22271,2025-11-10T13:47:41.704477
126,515b105a-0bb2-4d04-a586-ef5325b743fb,q5-2,2,,,5.07265,2025-11-10T13:47:46.449650
127,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q7-1,3,,,41.368875,2025-11-10T13:47:54.481884
128,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q8-1,3,,,49.217903,2025-11-10T13:47:55.568903
129,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q7-2,3,,,36.819033,2025-11-10T13:47:57.578056
130,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q8-2,3,,,4.899904,2025-11-10T13:47:59.873657
131,778850eb-b099-4fc2-984d-1efa6b852c6f,q10-1,3,,,141.80808,2025-11-10T13:47:59.983554
132,767b7c35-049b-4873-a372-1efe14531a1e,q19-1,3,,,91.881266,2025-11-10T13:48:03.569266
133,515b105a-0bb2-4d04-a586-ef5325b743fb,q6-1,0,,,18.21925,2025-11-10T13:48:04.302250
134,778850eb-b099-4fc2-984d-1efa6b852c6f,q10-2,3,,,4.127059,2025-11-10T13:48:05.359059
135,767b7c35-049b-4873-a372-1efe14531a1e,q19-2,3,,,11.355014,2025-11-10T13:48:06.571022
136,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q7-2,3,,,14.040804,2025-11-10T13:48:08.609804
137,515b105a-0bb2-4d04-a586-ef5325b743fb,q6-2,0,,,5.578209,2025-11-10T13:48:09.515209
138,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q8-1,3,,,14.530293,2025-11-10T13:48:11.729293
139,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q9-1,3,,,42.3349,2025-11-10T13:48:41.619900
140,767b7c35-049b-4873-a372-1efe14531a1e,q20-1,3,,,45.2509,2025-11-10T13:48:43.541900
141,515b105a-0bb2-4d04-a586-ef5325b743fb,q7-1,0,,,33.443943,2025-11-10T13:48:44.319677
142,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q8-2,3,,,34.477338,2025-11-10T13:48:45.840338
143,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q9-2,3,,,5.666109,2025-11-10T13:48:46.721109
144,515b105a-0bb2-4d04-a586-ef5325b743fb,q7-2,0,,,8.894673,2025-11-10T13:48:52.887684
145,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q8-1,3,,,45.712942,2025-11-10T13:48:54.407942
146,767b7c35-049b-4873-a372-1efe14531a1e,q20-2,3,,,23.445866,2025-11-10T13:48:58.479866
147,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q9-1,3,,,34.115368,2025-11-10T13:49:19.589379
148,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q9-2,3,,,3.316686,2025-11-10T13:49:22.532686
149,515b105a-0bb2-4d04-a586-ef5325b743fb,q8-1,0,,,38.45143,2025-11-10T13:49:31.191430
150,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q8-2,3,,,38.823575,2025-11-10T13:49:33.480588
151,515b105a-0bb2-4d04-a586-ef5325b743fb,q8-2,0,,,4.751865,2025-11-10T13:49:35.658881
152,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q10-1,3,,,53.44055,2025-11-10T13:49:39.548550
153,a462dcac-a6b9-4f8b-b950-1d2869578d5d,q10-2,3,,,3.319286,2025-11-10T13:49:42.495286
154,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q10-1,3,,,22.008032,2025-11-10T13:49:44.421032
155,767b7c35-049b-4873-a372-1efe14531a1e,q21-1,0,,,73.586006,2025-11-10T13:50:03.794019
156,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q9-1,3,,,30.250144,2025-11-10T13:50:03.867153
157,767b7c35-049b-4873-a372-1efe14531a1e,q21-2,0,,,10.98876,2025-11-10T13:50:06.965760
158,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q9-2,3,,,7.802877,2025-11-10T13:50:12.012877
159,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q10-1,3,,,7.373434,2025-11-10T13:50:19.476434
160,515b105a-0bb2-4d04-a586-ef5325b743fb,q9-1,1,,,44.510223,2025-11-10T13:50:20.430223
161,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q10-2,3,,,37.294708,2025-11-10T13:50:21.379708
162,515b105a-0bb2-4d04-a586-ef5325b743fb,q9-2,1,,,5.282207,2025-11-10T13:50:25.351207
163,778850eb-b099-4fc2-984d-1efa6b852c6f,q11-1,3,,,140.860952,2025-11-10T13:50:26.960952
164,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q10-2,3,,,11.307887,2025-11-10T13:50:30.907887
165,767b7c35-049b-4873-a372-1efe14531a1e,q22-1,3,,,42.101618,2025-11-10T13:50:40.515618
166,767b7c35-049b-4873-a372-1efe14531a1e,q22-2,3,,,11.06408,2025-11-10T13:50:42.946080
167,778850eb-b099-4fc2-984d-1efa6b852c6f,q11-2,3,,,17.809251,2025-11-10T13:50:45.597251
168,515b105a-0bb2-4d04-a586-ef5325b743fb,q10-1,0,,,33.898917,2025-11-10T13:50:58.977931
169,6c4162c2-79f8-489d-86e0-bbb03916cf16,q1-1,3,,,20.536053,2025-11-10T13:51:04.636423
170,515b105a-0bb2-4d04-a586-ef5325b743fb,q10-2,0,,,7.685789,2025-11-10T13:51:06.342789
171,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q11-1,3,,,36.013069,2025-11-10T13:51:07.073069
172,6c4162c2-79f8-489d-86e0-bbb03916cf16,q1-2,3,,,4.311046,2025-11-10T13:51:08.372046
173,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q11-1,3,,,47.608483,2025-11-10T13:51:08.862026
174,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q11-2,3,,,5.536009,2025-11-10T13:51:12.688009
175,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q11-2,3,,,4.459284,2025-11-10T13:51:13.033284
176,767b7c35-049b-4873-a372-1efe14531a1e,q23-1,3,,,43.539166,2025-11-10T13:51:17.837166
177,767b7c35-049b-4873-a372-1efe14531a1e,q23-2,3,,,12.341762,2025-11-10T13:51:21.667727
178,6c4162c2-79f8-489d-86e0-bbb03916cf16,q2-1,3,,,35.614224,2025-11-10T13:51:43.371224
179,6c4162c2-79f8-489d-86e0-bbb03916cf16,q2-2,3,,,3.875036,2025-11-10T13:51:47.571036
180,767b7c35-049b-4873-a372-1efe14531a1e,q24-1,3,,,37.530995,2025-11-10T13:51:50.690011
181,767b7c35-049b-4873-a372-1efe14531a1e,q24-2,3,,,10.863985,2025-11-10T13:51:53.066985
182,515b105a-0bb2-4d04-a586-ef5325b743fb,q11-1,1,,,57.775307,2025-11-10T13:52:03.777317
183,515b105a-0bb2-4d04-a586-ef5325b743fb,q11-2,1,,,6.498138,2025-11-10T13:52:09.978138
184,767b7c35-049b-4873-a372-1efe14531a1e,q25-1,3,,,36.084983,2025-11-10T13:52:20.519042
185,767b7c35-049b-4873-a372-1efe14531a1e,q25-2,3,,,12.34674,2025-11-10T13:52:24.217740
186,6c4162c2-79f8-489d-86e0-bbb03916cf16,q3-1,3,,,54.924036,2025-11-10T13:52:41.892036
187,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q12-1,3,,,95.413368,2025-11-10T13:52:48.131368
188,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q12-1,3,,,96.673253,2025-11-10T13:52:49.449253
189,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q12-2,3,,,7.829,2025-11-10T13:52:55.585000
190,515b105a-0bb2-4d04-a586-ef5325b743fb,q12-1,3,,,46.714557,2025-11-10T13:52:56.368208
191,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q12-2,3,,,7.755211,2025-11-10T13:52:57.293232
192,6c4162c2-79f8-489d-86e0-bbb03916cf16,q3-2,3,,,16.581845,2025-11-10T13:52:57.926845
193,515b105a-0bb2-4d04-a586-ef5325b743fb,q12-2,3,,,4.240611,2025-11-10T13:53:00.325611
194,767b7c35-049b-4873-a372-1efe14531a1e,q26-1,3,,,65.606109,2025-11-10T13:53:21.163109
195,6c4162c2-79f8-489d-86e0-bbb03916cf16,q4-1,3,,,29.325143,2025-11-10T13:53:26.635143
196,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q13-1,3,,,34.026511,2025-11-10T13:53:29.234521
197,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q13-1,3,,,33.589687,2025-11-10T13:53:30.979687
198,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q13-2,3,,,8.2272,2025-11-10T13:53:37.078200
199,767b7c35-049b-4873-a372-1efe14531a1e,q26-2,3,,,24.689831,2025-11-10T13:53:37.178842
200,3de4df7c-76ce-4cb1-9450-07dea2d13046,q6-1,3,,,580.917243,2025-11-10T13:53:38.624243
201,6c4162c2-79f8-489d-86e0-bbb03916cf16,q4-2,3,,,16.791382,2025-11-10T13:53:42.815382
202,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q13-2,3,,,12.109577,2025-11-10T13:53:43.182577
203,767b7c35-049b-4873-a372-1efe14531a1e,q27-1,3,,,24.056615,2025-11-10T13:53:52.805615
204,767b7c35-049b-4873-a372-1efe14531a1e,q27-2,3,,,10.676258,2025-11-10T13:53:54.814258
205,6c4162c2-79f8-489d-86e0-bbb03916cf16,q5-1,3,,,19.733808,2025-11-10T13:54:01.921808
206,6c4162c2-79f8-489d-86e0-bbb03916cf16,q5-2,3,,,6.061903,2025-11-10T13:54:07.446903
207,767b7c35-049b-4873-a372-1efe14531a1e,q28-1,2,,,21.400172,2025-11-10T13:54:07.551742
208,767b7c35-049b-4873-a372-1efe14531a1e,q28-2,2,,,10.67673,2025-11-10T13:54:09.563730
209,515b105a-0bb2-4d04-a586-ef5325b743fb,q13-1,2,,,74.925002,2025-11-10T13:54:14.956002
210,515b105a-0bb2-4d04-a586-ef5325b743fb,q13-2,2,,,3.458169,2025-11-10T13:54:18.133572
211,767b7c35-049b-4873-a372-1efe14531a1e,q29-1,3,,,31.440658,2025-11-10T13:54:32.571668
212,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q14-1,3,,,50.614396,2025-11-10T13:54:34.255396
213,515b105a-0bb2-4d04-a586-ef5325b743fb,q14-1,3,,,17.685118,2025-11-10T13:54:35.675118
214,767b7c35-049b-4873-a372-1efe14531a1e,q29-2,3,,,11.977342,2025-11-10T13:54:35.980364
215,6c4162c2-79f8-489d-86e0-bbb03916cf16,q6-1,3,,,29.505576,2025-11-10T13:54:36.344576
216,515b105a-0bb2-4d04-a586-ef5325b743fb,q14-2,2,,,6.494923,2025-11-10T13:54:41.868923
217,6c4162c2-79f8-489d-86e0-bbb03916cf16,q6-2,3,,,12.800967,2025-11-10T13:54:48.562967
218,778850eb-b099-4fc2-984d-1efa6b852c6f,q12-1,3,,,258.156015,2025-11-10T13:55:05.203025
219,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q14-2,3,,,31.211813,2025-11-10T13:55:05.547813
220,767b7c35-049b-4873-a372-1efe14531a1e,q30-1,3,,,38.426857,2025-11-10T13:55:05.737857
221,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q14-1,3,,,90.808693,2025-11-10T13:55:07.526693
222,767b7c35-049b-4873-a372-1efe14531a1e,q30-2,3,,,11.141708,2025-11-10T13:55:08.318720
223,778850eb-b099-4fc2-984d-1efa6b852c6f,q12-2,3,,,10.117166,2025-11-10T13:55:16.103166
224,6c4162c2-79f8-489d-86e0-bbb03916cf16,q7-1,3,,,29.109768,2025-11-10T13:55:17.061768
225,6c4162c2-79f8-489d-86e0-bbb03916cf16,q7-2,3,,,3.299098,2025-11-10T13:55:19.744878
226,515b105a-0bb2-4d04-a586-ef5325b743fb,q15-1,3,,,55.2253,2025-11-10T13:55:36.776300
227,515b105a-0bb2-4d04-a586-ef5325b743fb,q15-2,3,,,4.688774,2025-11-10T13:55:41.154540
228,767b7c35-049b-4873-a372-1efe14531a1e,q31-1,3,,,45.407952,2025-11-10T13:55:45.069964
229,767b7c35-049b-4873-a372-1efe14531a1e,q31-2,3,,,10.739149,2025-11-10T13:55:47.137164
230,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q14-2,3,,,51.404876,2025-11-10T13:55:58.657527
231,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q15-1,3,,,57.988736,2025-11-10T13:56:03.681350
232,6c4162c2-79f8-489d-86e0-bbb03916cf16,q8-1,3,,,46.686417,2025-11-10T13:56:06.167417
233,6c4162c2-79f8-489d-86e0-bbb03916cf16,q8-2,3,,,3.189649,2025-11-10T13:56:08.745649
234,0e3019e9-3f11-45ff-8539-ee48d7c71c5e,q15-2,3,,,5.795866,2025-11-10T13:56:09.616866
235,6c4162c2-79f8-489d-86e0-bbb03916cf16,q8-2,3,,,4.347164,2025-11-10T13:56:09.903164
236,1454eb5e-8d66-487f-a8a6-ad55bcf38198,q15-1,3,,,15.842733,2025-11-10T13:56:14.364733
237,515b105a-0bb2-4d04-a586-ef5325b743fb,q16-1,3,,,36.222553,2025-11-10T13:56:16.999553
238,515b105a-0bb2-4d04-a586-ef5325b743fb,q16-2,3,,,3.326756,2025-11-10T13:56:19.963623
